Construction,Req_Finish_Fabrics,Fabric_Allowance,Rec_Beam_length(yds),Shrink_allow,Previous_pdn,Req_grey_fabric,Req_beam_length(yds),Total_Pdn(yds),Rejection,warp_count,weft_count,epi,ppi
40+40/2/40/110x80,31300.0,6.0,38286.935999999994,12.5,TOTAL,33297.87234042553,34797.651102963246,27646,285,double_40,80.0,110,80
40x40/110x90,10450.0,7.0,13057.583999999999,14.5,TOTAL,11236.559139784946,12017.350432056523,11019,39,40,40.0,110,90
40x40/110x80,900.0,11.5,1902.8639999999998,12.5,TOTAL,1016.9491525423729,1062.7538431835856,1528,0,40,40.0,110,80
40x40/130x80,8000.0,8.0,10093.928,14.0,TOTAL,8695.652173913044,9245.81515914267,8944,58,40,40.0,130,80
50x50/140x70,3500.0,8.1,69146.1408,9.1,TOTAL,3808.4874863982586,3831.1587514256958,59367,1043,50,50.0,140,70
40x40/130x80,1300.0,11.5,1651.3359999999998,14.0,TOTAL,1468.9265536723165,1561.8636907252305,1394,0,40,40.0,130,80
40x40/120x70,1240.0,13.5,13320.047999999999,11.5,TOTAL,1433.5260115606936,1481.1662425872707,11196,203,40,40.0,120,70
40x40/130x90,264.0,20.0,2876.1679999999997,14.5,TOTAL,330.0,352.93060742566,2290,73,40,40.0,130,90
40x40/130x80,356.0,19.0,2477.004,14.5,TOTAL,439.5061728395062,470.0460016593152,2031,49,40,40.0,130,80
40x40/110x90,62800.0,7.0,291351.44399999996,14.5,TOTAL,67526.8817204301,72219.10116106695,239970,858,40,40.0,110,90
30x30/110x70,1000.0,15.0,4188.487999999999,13.5,TOTAL,1176.4705882352941,1243.6737425898812,3508,42,30,30.0,110,70
30x30/110x70,1100.0,14.4,33039.843199999996,13.6,TOTAL,1285.0467289719627,1360.0243260577988,27036,290,30,30.0,110,70
40x40/130x90,5800.0,8.0,7545.839999999999,14.5,TOTAL,6304.347826086957,6742.416083889421,6331,19,40,40.0,130,90
40x40/110x90,34820.0,7.0,37975.259999999995,14.5,TOTAL,37440.86021505376,40042.50163102471,31687,162,40,40.0,110,90
40x40/110x90,30615.0,7.0,82556.9576,14.5,TOTAL,32919.354838709674,35206.811816020134,67180,338,40,40.0,110,90
40x40/110x90,24900.0,7.0,69634.98,14.5,TOTAL,26774.1935483871,28634.64361322559,57791,472,40,40.0,110,90
40x40/110x90,6700.0,7.0,32353.0624,14.5,TOTAL,7204.301075268817,7704.904104763514,26074,132,40,40.0,110,90
40x40/110x90,8950.0,7.0,47945.6112,14.5,TOTAL,9623.655913978495,10292.371901139319,39927,268,40,40.0,110,90
50x50/140x70,20700.0,8.0,24917.676,9.0,TOTAL,22500.0,22609.066135035413,21421,369,50,50.0,140,70
50x50/100x90,3500.0,8.0,4366.7447999999995,12.0,TOTAL,3804.3478260869565,3953.111310940261,3701,4,50,50.0,100,90
40x40/130x90,1660.0,7.0,2187.2,14.5,TOTAL,1784.9462365591398,1908.9762408817062,1770,22,40,40.0,130,90
40x40/130x90,2450.0,7.0,3193.312,14.5,TOTAL,2634.4086021505377,2817.464933831434,2620,47,40,40.0,130,90
50x50/100x80,4860.0,8.0,4899.3279999999995,11.0,TOTAL,5282.608695652174,5427.501269543919,346,0,50,50.0,100,80
50x50/100x80,4860.0,7.0,5987.459999999999,13.5,TOTAL,5225.806451612903,5524.318527568601,3373,34,50,50.0,100,80
50x50/100x80,4860.0,8.0,5952.4648,11.0,TOTAL,5282.608695652174,5427.501269543919,1288,33,50,50.0,100,80
40x40/110x90,4800.0,7.0,8202,14.5,TOTAL,5161.290322580645,5519.931298935054,6438,0,40,40.0,110,90
40x40/92x70,2100.0,7.9,2504.3439999999996,10.3,TOTAL,2280.130293159609,2324.3885098988917,1651,23,40,40.0,92,70
40x40/110x70,2975.0,8.2,3663.5599999999995,10.2,TOTAL,3240.740740740741,3299.965888535465,1352,12,40,40.0,110,70
40x40/110x70,2975.0,8.18,3636.22,10.21,TOTAL,3240.034850795034,3299.6145386897583,455,0,40,40.0,110,70
40x40/110x70,2975.0,8.2,3619.816,10.2,TOTAL,3240.740740740741,3299.965888535465,1140,0,40,40.0,110,70
40x40/110x90,28968.0,7.0,37340.971999999994,14.5,TOTAL,31148.387096774193,33312.78538907305,14951,123,40,40.0,110,90
40x40/110x90,27868.0,8.0,35808.83839999999,14.5,TOTAL,30291.304347826088,32396.14679755696,20151,162,40,40.0,110,90
40x40/120x80,43920.0,7.0,40610.835999999996,13.5,TOTAL,47225.8064516129,49923.47113802735,14637,71,40,40.0,120,80
40x40/110x70,8200.0,7.0,9804.124,10.0,TOTAL,8817.20430107527,8958.388503896682,5979,4,40,40.0,110,70
30x30/110x70,23700.0,7.0,16272.767999999998,13.5,TOTAL,25483.870967741936,26939.578004809842,8549,21,30,30.0,110,70
30x30/110x70,14900.0,7.0,18624.007999999998,13.5,TOTAL,16021.505376344086,16936.69672032349,15237,87,30,30.0,110,70
40x40/130x90,1300.0,14.2,1782.5679999999998,16.0,TOTAL,1515.1515151515152,1649.3707056984308,1481,39,40,40.0,130,90
40x40/110x90,8890.0,7.0,7037.316,14.55,TOTAL,9559.139784946237,10229.354838755706,429,0,40,40.0,110,90
40x40/110x90,2840.0,7.2,3619.816,14.7,TOTAL,3060.344827586207,3280.6721442567773,1061,13,40,40.0,110,90
40x40/110x90,57000.0,7.0,58316.219999999994,14.5,TOTAL,61290.32258064516,65549.18417485376,17161,33,40,40.0,110,90
40x40/110x90,33900.0,7.0,16502.424,14.55,TOTAL,36451.6129032258,39007.32610054199,2171,16,40,40.0,110,90
40x40/110x90,78600.0,7.0,16535.232,14.5,TOTAL,84516.12903225806,90388.8750200615,2406,4,40,40.0,110,90
40x40/130x80,1500.0,10.7,1968.4799999999998,14.7,TOTAL,1679.7312430011198,1800.6622812822081,1609,7,40,40.0,130,80
40x40/130x80,1200.0,13.1,1596.656,14.1,TOTAL,1380.897583429229,1469.9745108477782,1294,0,40,40.0,130,80
40x40/130x80,1200.0,13.0,1607.5919999999999,14.2,TOTAL,1379.3103448275863,1469.996172717965,1015,0,40,40.0,130,80
40x40/100x70,1200.0,13.0,1492.764,14.2,TOTAL,1379.3103448275863,1469.996172717965,114,0,40,40.0,100,70
40x40/100x70,700.0,13.9,869.4119999999999,12.5,TOTAL,813.0081300813009,849.6270562036796,734,0,40,40.0,100,70
40x40/110x90,25490.0,7.0,32463.515999999996,14.5,TOTAL,27408.602150537634,29313.13516871969,10813,4,40,40.0,110,90
40x40/120x80,41215.0,7.0,11567.007199999998,12.5,TOTAL,44317.20430107527,46313.30787028453,1485,14,40,40.0,120,80
40x40/120x80,40085.0,7.0,13998.079999999998,12.51,TOTAL,43102.15053763441,45048.67495112036,633,0,40,40.0,120,80
40x40/110x90,18400.0,7.0,5577.36,14.5,TOTAL,19784.94623655914,21159.736645917703,750,0,40,40.0,110,90
40x40/130x90,850.0,17.0,1170.1519999999998,15.7,TOTAL,1024.0963855421687,1110.8483061832076,330,8,40,40.0,130,90
40x40/100x70,850.0,7.0,131.232,10.0,TOTAL,913.9784946236559,928.613442477095,107,0,40,40.0,100,70
40x40/120x90,850.0,7.0,131.232,14.5,TOTAL,913.9784946236559,977.4878341864159,101,0,40,40.0,120,90
20x20/82x64,850.0,7.0,174.976,14.5,TOTAL,913.9784946236559,977.4878341864159,142,0,20,20.0,82,64
40x40/130x100,850.0,7.0,295.272,14.5,TOTAL,913.9784946236559,977.4878341864159,243,0,40,40.0,130,100
40x40/110x90,850.0,7.0,131.232,14.5,TOTAL,913.9784946236559,977.4878341864159,104,0,40,40.0,110,90
40x40/110x90,850.0,7.0,142.16799999999998,14.5,TOTAL,913.9784946236559,977.4878341864159,104,0,40,40.0,110,90
40x30/130x80,850.0,7.0,109.35999999999999,14.5,TOTAL,913.9784946236559,977.4878341864159,90,0,30,30.0,130,80
40x40/110x90,850.0,7.0,153.10399999999998,14.5,TOTAL,913.9784946236559,977.4878341864159,108,0,40,40.0,110,90
40x40/110x90,850.0,7.0,136.7,14.5,TOTAL,913.9784946236559,977.4878341864159,110,0,40,40.0,110,90
40x40/100x70,850.0,7.0,136.7,14.5,TOTAL,913.9784946236559,977.4878341864159,92,0,40,40.0,100,70
50x50/120x90,850.0,7.0,180.444,14.5,TOTAL,913.9784946236559,977.4878341864159,127,0,50,50.0,120,90
40+40/2/40/110x80,31300.0,6.0,38286.935999999994,12.5,TOTAL,33297.87234042553,34797.651102963246,28644,285,double_40,80.0,110,80
40x40/110x90,10450.0,7.0,13057.583999999999,14.5,TOTAL,11236.559139784946,12017.350432056523,11019,39,40,40.0,110,90
40x40/110x80,900.0,11.5,1902.8639999999998,12.5,TOTAL,1016.9491525423729,1062.7538431835856,1528,0,40,40.0,110,80
40x40/130x80,8000.0,8.0,10093.928,14.0,TOTAL,8695.652173913044,9245.81515914267,8944,58,40,40.0,130,80
50x50/140x70,3500.0,8.1,69146.1408,9.1,TOTAL,3808.4874863982586,3831.1587514256958,59694,1090,50,50.0,140,70
40x40/130x80,1300.0,11.5,1651.3359999999998,14.0,TOTAL,1468.9265536723165,1561.8636907252305,1394,0,40,40.0,130,80
40x40/120x70,1240.0,13.5,13320.047999999999,11.5,TOTAL,1433.5260115606936,1481.1662425872707,11196,203,40,40.0,120,70
40x40/130x90,264.0,20.0,2876.1679999999997,14.5,TOTAL,330.0,352.93060742566,2290,73,40,40.0,130,90
40x40/130x80,356.0,19.0,2477.004,14.5,TOTAL,439.5061728395062,470.0460016593152,2031,49,40,40.0,130,80
40x40/110x90,62800.0,7.0,292116.964,14.5,TOTAL,67526.8817204301,72219.10116106695,241978,864,40,40.0,110,90
30x30/110x70,1000.0,15.0,4188.487999999999,13.5,TOTAL,1176.4705882352941,1243.6737425898812,3508,42,30,30.0,110,70
30x30/110x70,1100.0,14.4,33039.843199999996,13.6,TOTAL,1285.0467289719627,1360.0243260577988,27036,290,30,30.0,110,70
40x40/130x90,5800.0,8.0,7545.839999999999,14.5,TOTAL,6304.347826086957,6742.416083889421,6331,19,40,40.0,130,90
40x40/110x90,34820.0,7.0,37975.259999999995,14.5,TOTAL,37440.86021505376,40042.50163102471,32011,162,40,40.0,110,90
40x40/110x90,30615.0,7.0,82556.9576,14.5,TOTAL,32919.354838709674,35206.811816020134,68150,338,40,40.0,110,90
40x40/110x90,24900.0,7.0,69634.98,14.5,TOTAL,26774.1935483871,28634.64361322559,58082,501,40,40.0,110,90
40x40/110x90,6700.0,7.0,32353.0624,14.5,TOTAL,7204.301075268817,7704.904104763514,26186,132,40,40.0,110,90
40x40/110x90,8950.0,7.0,47945.6112,14.5,TOTAL,9623.655913978495,10292.371901139319,40055,268,40,40.0,110,90
50x50/140x70,20700.0,8.0,24917.676,9.0,TOTAL,22500.0,22609.066135035413,21456,369,50,50.0,140,70
50x50/100x90,3500.0,8.0,4366.7447999999995,12.0,TOTAL,3804.3478260869565,3953.111310940261,3701,4,50,50.0,100,90
40x40/130x90,1660.0,7.0,2187.2,14.5,TOTAL,1784.9462365591398,1908.9762408817062,1770,22,40,40.0,130,90
40x40/130x90,2450.0,7.0,3193.312,14.5,TOTAL,2634.4086021505377,2817.464933831434,2620,47,40,40.0,130,90
50x50/100x80,4860.0,8.0,4899.3279999999995,11.0,TOTAL,5282.608695652174,5427.501269543919,693,0,50,50.0,100,80
50x50/100x80,4860.0,7.0,5987.459999999999,13.5,TOTAL,5225.806451612903,5524.318527568601,3485,34,50,50.0,100,80
50x50/100x80,4860.0,8.0,5952.4648,11.0,TOTAL,5282.608695652174,5427.501269543919,1841,33,50,50.0,100,80
40x40/110x90,4800.0,7.0,8202,14.5,TOTAL,5161.290322580645,5519.931298935054,6598,0,40,40.0,110,90
40x40/92x70,2100.0,7.9,2504.3439999999996,10.3,TOTAL,2280.130293159609,2324.3885098988917,1767,23,40,40.0,92,70
40x40/110x70,2975.0,8.2,3663.5599999999995,10.2,TOTAL,3240.740740740741,3299.965888535465,1576,12,40,40.0,110,70
40x40/110x70,2975.0,8.18,3636.22,10.21,TOTAL,3240.034850795034,3299.6145386897583,676,0,40,40.0,110,70
40x40/110x70,2975.0,8.2,3619.816,10.2,TOTAL,3240.740740740741,3299.965888535465,1362,0,40,40.0,110,70
40x40/110x90,28968.0,7.0,37340.971999999994,14.5,TOTAL,31148.387096774193,33312.78538907305,16438,130,40,40.0,110,90
40x40/110x90,27868.0,8.0,35808.83839999999,14.5,TOTAL,30291.304347826088,32396.14679755696,21332,171,40,40.0,110,90
40x40/120x80,43920.0,7.0,40610.835999999996,13.5,TOTAL,47225.8064516129,49923.47113802735,16108,74,40,40.0,120,80
40x40/110x70,8200.0,7.0,9804.124,10.0,TOTAL,8817.20430107527,8958.388503896682,6668,4,40,40.0,110,70
30x30/110x70,23700.0,7.0,16272.767999999998,13.5,TOTAL,25483.870967741936,26939.578004809842,9205,34,30,30.0,110,70
30x30/110x70,14900.0,7.0,18624.007999999998,13.5,TOTAL,16021.505376344086,16936.69672032349,15237,92,30,30.0,110,70
40x40/130x90,1300.0,14.2,1782.5679999999998,16.0,TOTAL,1515.1515151515152,1649.3707056984308,1481,39,40,40.0,130,90
40x40/110x90,2840.0,7.2,3619.816,14.7,TOTAL,3060.344827586207,3280.6721442567773,1107,13,40,40.0,110,90
40x40/110x90,57000.0,7.0,61159.579999999994,14.5,TOTAL,61290.32258064516,65549.18417485376,20795,33,40,40.0,110,90
40x40/110x90,33900.0,7.0,27482.167999999998,14.55,TOTAL,36451.6129032258,39007.32610054199,3400,16,40,40.0,110,90
40x40/110x90,78600.0,7.0,35979.439999999995,14.5,TOTAL,84516.12903225806,90388.8750200615,4129,87,40,40.0,110,90
40x40/130x80,1500.0,10.7,1968.4799999999998,14.7,TOTAL,1679.7312430011198,1800.6622812822081,1609,7,40,40.0,130,80
40x40/130x80,1200.0,13.1,1596.656,14.1,TOTAL,1380.897583429229,1469.9745108477782,1294,0,40,40.0,130,80
40x40/130x80,1200.0,13.0,1607.5919999999999,14.2,TOTAL,1379.3103448275863,1469.996172717965,1191,0,40,40.0,130,80
40x40/100x70,1150.0,14.8,1492.764,10.5,TOTAL,1349.7652582159624,1379.039508911128,310,0,40,40.0,100,70
40x40/100x70,700.0,13.9,869.4119999999999,12.5,TOTAL,813.0081300813009,849.6270562036796,734,0,40,40.0,100,70
40x40/133x72,4000.0,5.1,3969.7679999999996,11.0,TOTAL,4214.963119072708,4330.572071082322,17,0,40,40.0,133,72
40x40/110x90,8890.0,7.0,41906.75199999999,14.55,TOTAL,9559.139784946237,10229.354838755706,13603,6,40,40.0,110,90
40x40/120x80,41215.0,7.0,11567.007199999998,12.5,TOTAL,44317.20430107527,46313.30787028453,1967,14,40,40.0,120,80
40x40/120x80,40085.0,7.0,24452.895999999997,12.51,TOTAL,43102.15053763441,45048.67495112036,1559,16,40,40.0,120,80
40x40/110x90,18400.0,7.0,5577.36,14.5,TOTAL,19784.94623655914,21159.736645917703,1081,0,40,40.0,110,90
40x40/130x90,850.0,17.0,1170.1519999999998,15.7,TOTAL,1024.0963855421687,1110.8483061832076,492,8,40,40.0,130,90
40x40/100x70,850.0,7.0,131.232,10.0,TOTAL,913.9784946236559,928.613442477095,107,0,40,40.0,100,70
40x40/120x90,850.0,7.0,131.232,14.5,TOTAL,913.9784946236559,977.4878341864159,101,0,40,40.0,120,90
20x20/82x64,850.0,7.0,174.976,14.5,TOTAL,913.9784946236559,977.4878341864159,142,0,20,20.0,82,64
40x40/130x100,850.0,7.0,295.272,14.5,TOTAL,913.9784946236559,977.4878341864159,243,0,40,40.0,130,100
40x40/110x90,850.0,7.0,131.232,14.5,TOTAL,913.9784946236559,977.4878341864159,104,0,40,40.0,110,90
40x40/110x90,850.0,7.0,142.16799999999998,14.5,TOTAL,913.9784946236559,977.4878341864159,104,0,40,40.0,110,90
40x30/130x80,850.0,7.0,109.35999999999999,14.5,TOTAL,913.9784946236559,977.4878341864159,90,0,30,30.0,130,80
40x40/110x90,850.0,7.0,153.10399999999998,14.5,TOTAL,913.9784946236559,977.4878341864159,108,0,40,40.0,110,90
40x40/110x90,850.0,7.0,136.7,14.5,TOTAL,913.9784946236559,977.4878341864159,110,0,40,40.0,110,90
40x40/100x70,850.0,7.0,136.7,14.5,TOTAL,913.9784946236559,977.4878341864159,92,0,40,40.0,100,70
50x50/120x90,850.0,7.0,180.444,14.5,TOTAL,913.9784946236559,977.4878341864159,127,0,50,50.0,120,90
40+40/2/40/110x80,31300.0,6.0,38286.935999999994,12.5,TOTAL,33297.87234042553,34797.651102963246,29900,285,double_40,80.0,110,80
40x40/110x90,10450.0,7.0,13057.583999999999,14.5,TOTAL,11236.559139784946,12017.350432056523,11019,39,40,40.0,110,90
40x40/110x80,900.0,11.5,1902.8639999999998,12.5,TOTAL,1016.9491525423729,1062.7538431835856,1528,0,40,40.0,110,80
40x40/130x80,8000.0,8.0,10093.928,14.0,TOTAL,8695.652173913044,9245.81515914267,8944,58,40,40.0,130,80
50x50/140x70,3500.0,8.1,69146.1408,9.1,TOTAL,3808.4874863982586,3831.1587514256958,59724,1094,50,50.0,140,70
40x40/130x80,1300.0,11.5,1651.3359999999998,14.0,TOTAL,1468.9265536723165,1561.8636907252305,1394,0,40,40.0,130,80
40x40/120x70,1240.0,13.5,13320.047999999999,11.5,TOTAL,1433.5260115606936,1481.1662425872707,11196,203,40,40.0,120,70
40x40/130x90,264.0,20.0,2876.1679999999997,14.5,TOTAL,330.0,352.93060742566,2290,73,40,40.0,130,90
40x40/130x80,356.0,19.0,2477.004,14.5,TOTAL,439.5061728395062,470.0460016593152,2031,49,40,40.0,130,80
40x40/110x90,62800.0,7.0,292116.964,14.5,TOTAL,67526.8817204301,72219.10116106695,244580,900,40,40.0,110,90
30x30/110x70,1000.0,15.0,4188.487999999999,13.5,TOTAL,1176.4705882352941,1243.6737425898812,3508,42,30,30.0,110,70
30x30/110x70,1100.0,14.4,33039.843199999996,13.6,TOTAL,1285.0467289719627,1360.0243260577988,27036,290,30,30.0,110,70
40x40/130x90,5800.0,8.0,7545.839999999999,14.5,TOTAL,6304.347826086957,6742.416083889421,6331,19,40,40.0,130,90
40x40/110x90,34820.0,7.0,37975.259999999995,14.5,TOTAL,37440.86021505376,40042.50163102471,32011,162,40,40.0,110,90
40x40/110x90,30615.0,7.0,82556.9576,14.5,TOTAL,32919.354838709674,35206.811816020134,69075,341,40,40.0,110,90
40x40/110x90,24900.0,7.0,69634.98,14.5,TOTAL,26774.1935483871,28634.64361322559,58218,505,40,40.0,110,90
40x40/110x90,6700.0,7.0,32353.0624,14.5,TOTAL,7204.301075268817,7704.904104763514,26458,132,40,40.0,110,90
40x40/110x90,8950.0,7.0,47945.6112,14.5,TOTAL,9623.655913978495,10292.371901139319,40055,284,40,40.0,110,90
50x50/140x70,20700.0,8.0,24917.676,9.0,TOTAL,22500.0,22609.066135035413,21456,369,50,50.0,140,70
50x50/100x90,3500.0,8.0,4366.7447999999995,12.0,TOTAL,3804.3478260869565,3953.111310940261,3701,4,50,50.0,100,90
40x40/130x90,1660.0,7.0,2187.2,14.5,TOTAL,1784.9462365591398,1908.9762408817062,1770,22,40,40.0,130,90
40x40/130x90,2450.0,7.0,3193.312,14.5,TOTAL,2634.4086021505377,2817.464933831434,2620,47,40,40.0,130,90
50x50/100x80,4860.0,8.0,4899.3279999999995,11.0,TOTAL,5282.608695652174,5427.501269543919,1417,0,50,50.0,100,80
50x50/100x80,4860.0,7.0,5987.459999999999,13.5,TOTAL,5225.806451612903,5524.318527568601,3750,34,50,50.0,100,80
50x50/100x80,4860.0,8.0,5952.4648,11.0,TOTAL,5282.608695652174,5427.501269543919,2867,40,50,50.0,100,80
40x40/110x90,4800.0,7.0,8202,14.5,TOTAL,5161.290322580645,5519.931298935054,6774,0,40,40.0,110,90
40x40/92x70,2100.0,7.9,2504.3439999999996,10.3,TOTAL,2280.130293159609,2324.3885098988917,2018,23,40,40.0,92,70
40x40/110x70,2975.0,8.2,3663.5599999999995,10.2,TOTAL,3240.740740740741,3299.965888535465,2032,12,40,40.0,110,70
40x40/110x70,2975.0,8.18,3636.22,10.21,TOTAL,3240.034850795034,3299.6145386897583,1129,0,40,40.0,110,70
40x40/110x70,2975.0,8.2,3619.816,10.2,TOTAL,3240.740740740741,3299.965888535465,1758,0,40,40.0,110,70
40x40/110x90,28968.0,7.0,37340.971999999994,14.5,TOTAL,31148.387096774193,33312.78538907305,19420,139,40,40.0,110,90
40x40/110x90,27868.0,8.0,35808.83839999999,14.5,TOTAL,30291.304347826088,32396.14679755696,23749,201,40,40.0,110,90
40x40/120x80,43920.0,7.0,40610.835999999996,13.5,TOTAL,47225.8064516129,49923.47113802735,18928,89,40,40.0,120,80
40x40/110x70,8200.0,7.0,9804.124,10.0,TOTAL,8817.20430107527,8958.388503896682,7847,7,40,40.0,110,70
30x30/110x70,23700.0,7.0,16272.767999999998,13.5,TOTAL,25483.870967741936,26939.578004809842,10389,60,30,30.0,110,70
30x30/110x70,14900.0,7.0,18624.007999999998,13.5,TOTAL,16021.505376344086,16936.69672032349,15237,92,30,30.0,110,70
40x40/130x90,1300.0,14.2,1782.5679999999998,16.0,TOTAL,1515.1515151515152,1649.3707056984308,1481,39,40,40.0,130,90
40+40/2x40/110x80,17250.0,6.0,5293.023999999999,12.0,TOTAL,18351.063829787236,19068.655472529466,5,0,double_40,40.0,110,80
40x40/110x90,2840.0,7.2,3619.816,14.7,TOTAL,3060.344827586207,3280.6721442567773,1483,13,40,40.0,110,90
40x40/110x90,57000.0,7.0,61159.579999999994,14.5,TOTAL,61290.32258064516,65549.18417485376,28059,45,40,40.0,110,90
40x40/110x90,33900.0,7.0,27482.167999999998,14.55,TOTAL,36451.6129032258,39007.32610054199,6623,29,40,40.0,110,90
40x40/110x90,78600.0,7.0,55204.92799999999,14.5,TOTAL,84516.12903225806,90388.8750200615,9540,128,40,40.0,110,90
40x40/130x80,1500.0,10.7,1968.4799999999998,14.7,TOTAL,1679.7312430011198,1800.6622812822081,1609,7,40,40.0,130,80
40x40/130x80,1200.0,13.1,1596.656,14.1,TOTAL,1380.897583429229,1469.9745108477782,1294,0,40,40.0,130,80
40x40/130x80,1200.0,13.0,1607.5919999999999,14.2,TOTAL,1379.3103448275863,1469.996172717965,1344,0,40,40.0,130,80
40x40/130x80,2600.0,8.1,3313.6079999999997,14.3,TOTAL,2829.1621327529924,3018.689979369725,205,0,40,40.0,130,80
40x40/100x70,1150.0,14.8,1492.764,10.5,TOTAL,1349.7652582159624,1379.039508911128,692,0,40,40.0,100,70
40x40/100x70,700.0,13.9,869.4119999999999,12.5,TOTAL,813.0081300813009,849.6270562036796,734,0,40,40.0,100,70
40x40/133x72,4000.0,5.1,3969.7679999999996,11.0,TOTAL,4214.963119072708,4330.572071082322,312,8,40,40.0,133,72
40x40/110x90,8890.0,7.0,41906.75199999999,14.55,TOTAL,9559.139784946237,10229.354838755706,18340,13,40,40.0,110,90
40x40/110x90,47900.0,7.0,2733.9999999999995,14.5,TOTAL,51505.37634408602,55084.31442062273,95,0,40,40.0,110,90
40x40/120x80,41215.0,7.0,15427.4152,12.5,TOTAL,44317.20430107527,46313.30787028453,3101,14,40,40.0,120,80
40x40/120x80,40085.0,7.0,42010.64399999999,12.51,TOTAL,43102.15053763441,45048.67495112036,5243,41,40,40.0,120,80
40x40/110x90,18400.0,7.0,13943.4,14.5,TOTAL,19784.94623655914,21159.736645917703,2002,0,40,40.0,110,90
40x40/130x90,850.0,17.0,1170.1519999999998,15.7,TOTAL,1024.0963855421687,1110.8483061832076,787,8,40,40.0,130,90
30x30/110x70,1300.0,13.4,1727.888,13.6,TOTAL,1501.1547344110857,1588.7414130139812,44,0,30,30.0,110,70
40x40/110x90,118817.0,7.0,5785.143999999999,14.5,TOTAL,127760.21505376344,136637.8494053263,195,0,40,40.0,110,90
40x40/100x70,118817.0,7.0,131.232,10.0,TOTAL,127760.21505376344,129805.95693505999,107,0,40,40.0,100,70
40x40/120x90,118817.0,7.0,131.232,14.5,TOTAL,127760.21505376344,136637.8494053263,101,0,40,40.0,120,90
20x20/82x64,118817.0,7.0,174.976,14.5,TOTAL,127760.21505376344,136637.8494053263,142,0,20,20.0,82,64
40x40/130x100,118817.0,7.0,295.272,14.5,TOTAL,127760.21505376344,136637.8494053263,243,0,40,40.0,130,100
40x40/110x90,118817.0,7.0,131.232,14.5,TOTAL,127760.21505376344,136637.8494053263,104,0,40,40.0,110,90
40x40/110x90,118817.0,7.0,142.16799999999998,14.5,TOTAL,127760.21505376344,136637.8494053263,104,0,40,40.0,110,90
40x30/130x80,118817.0,7.0,109.35999999999999,14.5,TOTAL,127760.21505376344,136637.8494053263,90,0,30,30.0,130,80
40x40/110x90,118817.0,7.0,153.10399999999998,14.5,TOTAL,127760.21505376344,136637.8494053263,108,0,40,40.0,110,90
40x40/110x90,118817.0,7.0,136.7,14.5,TOTAL,127760.21505376344,136637.8494053263,110,0,40,40.0,110,90
40x40/100x70,118817.0,7.0,136.7,14.5,TOTAL,127760.21505376344,136637.8494053263,92,0,40,40.0,100,70
40x40/110x90,118817.0,7.0,52.492799999999995,14.5,TOTAL,127760.21505376344,136637.8494053263,34,0,40,40.0,110,90
40x40/120x80,118817.0,7.0,43.744,14.5,TOTAL,127760.21505376344,136637.8494053263,28,0,40,40.0,120,80
40x40/110x90,118817.0,7.0,180.444,14.5,TOTAL,127760.21505376344,136637.8494053263,114,0,40,40.0,110,90
50x50/120x90,118817.0,7.0,180.444,14.5,TOTAL,127760.21505376344,136637.8494053263,127,0,50,50.0,120,90
40+40/2/40/110x80,31300.0,6.0,38286.935999999994,12.5,TOTAL,33297.87234042553,34797.651102963246,30255,285,double_40,80.0,110,80
40x40/110x90,10450.0,7.0,13057.583999999999,14.5,TOTAL,11236.559139784946,12017.350432056523,11019,39,40,40.0,110,90
40x40/110x80,900.0,11.5,1902.8639999999998,12.5,TOTAL,1016.9491525423729,1062.7538431835856,1528,0,40,40.0,110,80
40x40/130x80,8000.0,8.0,10093.928,14.0,TOTAL,8695.652173913044,9245.81515914267,8944,58,40,40.0,130,80
40x40/130x80,1300.0,11.5,1651.3359999999998,14.0,TOTAL,1468.9265536723165,1561.8636907252305,1394,0,40,40.0,130,80
40x40/120x70,1240.0,13.5,13320.047999999999,11.5,TOTAL,1433.5260115606936,1481.1662425872707,11196,203,40,40.0,120,70
40x40/130x90,264.0,20.0,2876.1679999999997,14.5,TOTAL,330.0,352.93060742566,2290,73,40,40.0,130,90
40x40/130x80,356.0,19.0,2477.004,14.5,TOTAL,439.5061728395062,470.0460016593152,2031,49,40,40.0,130,80
40x40/110x90,62800.0,7.0,292116.964,14.5,TOTAL,67526.8817204301,72219.10116106695,245186,906,40,40.0,110,90
30x30/110x70,1000.0,15.0,4188.487999999999,13.5,TOTAL,1176.4705882352941,1243.6737425898812,3508,42,30,30.0,110,70
30x30/110x70,1100.0,14.4,33039.843199999996,13.6,TOTAL,1285.0467289719627,1360.0243260577988,27036,290,30,30.0,110,70
40x40/130x90,5800.0,8.0,7545.839999999999,14.5,TOTAL,6304.347826086957,6742.416083889421,6331,19,40,40.0,130,90
40x40/110x90,34820.0,7.0,37975.259999999995,14.5,TOTAL,37440.86021505376,40042.50163102471,32011,162,40,40.0,110,90
40x40/110x90,30615.0,7.0,82556.9576,14.5,TOTAL,32919.354838709674,35206.811816020134,69154,341,40,40.0,110,90
40x40/110x90,24900.0,7.0,69634.98,14.5,TOTAL,26774.1935483871,28634.64361322559,58218,505,40,40.0,110,90
40x40/110x90,6700.0,7.0,32353.0624,14.5,TOTAL,7204.301075268817,7704.904104763514,26505,169,40,40.0,110,90
40x40/110x90,8950.0,7.0,47945.6112,14.5,TOTAL,9623.655913978495,10292.371901139319,40055,284,40,40.0,110,90
